Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-33-0000-2019-c4d,Officer,CA0330000,male,white,,,26_30,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0000-2019-c7a,Civilian,CA0330000,male,hispanic,,,21_25,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,"front_lower_abdomen, front_legs",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,211 ROBBERY:FIRST DEGREE,TRUE,firearm,handgun,FALSE,,in_custody_other,TRUE,firearm,,,,,
URSUS-33-0000-2019-c7a,Officer,CA0330000,male,black,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",FALSE,plainclothes
URSUS-33-0000-2019-cbf,Civilian,CA0330000,male,hispanic,,,21_25,TRUE,serious_injury,"unconscious, abrasion_laceration",treated_at_facility_released,FALSE,neck_throat,FALSE,"carotid_hold, other_physical_contact",TRUE,"carotid_hold, other_physical_contact",FALSE,FALSE,drug_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-0000-2019-cbf,Officer,CA0330000,male,hispanic,,,31_35,TRUE,injury,"internal_injury, bruised",treated_at_facility_released,FALSE,front_upper_chest,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0000-2019-cbf,Officer,CA0330000,male,white,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0000-2019-d44,Civilian,CA0330000,male,white,,,46_50,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,front_legs,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,other_dangerous_weapon,,TRUE,assaultive,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-33-0000-2019-d44,Officer,CA0330000,female,hispanic,,,36_40,TRUE,injury,bruised,treated_on_scene,FALSE,front_legs,,,TRUE,impact_projectile,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0000-2019-d86,Civilian,CA0330000,male,hispanic,,,31_35,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-33-0000-2019-d86,Officer,CA0330000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-d86,Officer,CA0330000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-d86,Officer,CA0330000,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-d86,Officer,CA0334200,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-d86,Officer,CA0334200,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-deb,Civilian,CA0330000,male,hispanic,,,36_40,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,neck_throat,FALSE,carotid_hold,TRUE,carotid_hold,FALSE,FALSE,"mental_disability, alcohol_impairment",FALSE,69 OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-33-0000-2019-deb,Officer,CA0330000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0000-2019-e66,Civilian,CA0330000,male,hispanic,,,51_55,TRUE,death,gunshot_wound,critial_injuries,FALSE,front_upper_chest,FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE, ,TRUE,knife_blade_stabbing,,TRUE,life_threatening,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-33-0000-2019-e66,Officer,CA0330000,male,asian,filipino,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,"overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-0000-2019-ecc,Civilian,CA0330000,male,hispanic,,,26_30,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,neck_throat,FALSE,carotid_hold,TRUE,carotid_hold,FALSE,FALSE,none,TRUE,242/243 BATT PO/EMERG PRSNL/ETC,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-0000-2019-ecc,Officer,CA0330000,male,white,,,46_50,TRUE,injury,bruised,no_medical_aid,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0000-2019-ecc,Officer,CA0330000,male,asian,cambodian,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0100-2019-32d,Civilian,CA0330100,male,white,,,26_30,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,alcohol_impairment,FALSE, ,TRUE,knife_blade_stabbing,,FALSE,,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-33-0100-2019-32d,Officer,CA0330100,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,defense,TRUE,plainclothes
URSUS-33-0200-2019-5d4,Civilian,CA0330200,male,hispanic,,,46_50,TRUE,death,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, arms_hands",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,TRUE,knife_blade_stabbing,,TRUE,life_threatening,none_of_these,TRUE,knife_blade_stabbing,,,,,
URSUS-33-0200-2019-5d4,Officer,CA0330200,male,hispanic,,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0200-2019-5d4,Officer,CA0330200,male,white,,,41_45,TRUE,injury,"gunshot_wound, bruised",treated_on_scene,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-0600-2019-4ba,Civilian,CA0330600,male,white,,,31_35,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,front_legs,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,664/187(A) ATT MURDER:SEC DEG ON PO,TRUE,firearm,,TRUE,life_threatening,in_custody_other,TRUE,firearm_replica,,,,,
URSUS-33-0600-2019-4ba,Officer,CA0330600,male,white,,,36_40,TRUE,injury,"internal_injury, abrasion_laceration, sprain",treated_at_facility_released,FALSE,"front_upper_chest, front_below_waist, front_legs",,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,tactical
URSUS-33-0800-2019-4a6,Civilian,CA0330800,male,hispanic,,,10_17,TRUE,serious_injury,gunshot_wound,precautionary_measure_only,FALSE,arms_hands,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,drug_impairment,FALSE, ,FALSE,,,FALSE,,none_of_these,FALSE,,,,,,
URSUS-33-0800-2019-4a6,Officer,CA0330800,male,hawaiian_islander,,pacific_islander,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,utility
URSUS-33-0900-2019-2d3,Civilian,CA0330900,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,TRUE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,217.1(B) ATT MURDER PUB OFCL,FALSE,,handgun,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-33-0900-2019-2d3,Officer,CA0330900,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-2d3,Officer,CA0330900,male,white,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-2d3,Officer,CA0330900,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-5f9,Civilian,CA0330900,male,black,,,26_30,TRUE,injury,"abrasion_laceration, bruised",treated_at_facility_released,FALSE,"front_upper_chest, front_legs",FALSE,"blunt_impact_weapon, electronic_device, other_physical_contact",TRUE,"other_physical_contact, blunt_impact_weapon, electronic_device",FALSE,FALSE,"mental_disability, erratic",TRUE,245 ADW PEACE OFFICER/FIREMAN,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-0900-2019-5f9,Officer,CA0330900,male,white,,,46_50,TRUE,serious_injury,"concussion, internal_injury",treated_at_facility_released,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-0900-2019-a2c,Civilian,CA0330900,male,hispanic,,,26_30,TRUE,death,gunshot_wound,no_medical_aid,FALSE,"head, front_upper_chest",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE, ,FALSE,,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-33-0900-2019-a2c,Officer,CA0330900,male,american_indian,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-a2c,Officer,CA0330900,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-a2c,Officer,CA0330900,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-0900-2019-a5b,Civilian,CA0330900,male,hispanic,,,46_50,TRUE,serious_injury,"bone_fracture, internal_injury, gunshot_wound",critial_injuries,FALSE,rear_upper_back,TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,245 ADW PEACE OFFICER/FIREMAN,FALSE,,,TRUE,life_threatening,in_custody_other,TRUE,firearm_replica,,,,,
URSUS-33-0900-2019-a5b,Officer,CA0330900,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1100-2019-147,Civilian,CA0331100,male,hispanic,,,21_25,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,neck_throat,TRUE,"other_control_hold, carotid_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,alcohol_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,neither,,,,
URSUS-33-1100-2019-147,Officer,CA0331100,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1100-2019-147,Officer,CA0331100,female,hispanic,,,31_35,TRUE,injury,bruised,no_medical_aid,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1100-2019-233,Civilian,CA0331100,male,white,,,41_45,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,"head, front_upper_chest, front_lower_abdomen, front_legs",TRUE,"other_physical_contact, electronic_device, discharge_of_firearm_hit",TRUE,"other_physical_contact, electronic_device, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,TRUE,knife_blade_stabbing,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-33-1100-2019-233,Officer,CA0331100,male,white,,,36_40,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1100-2019-233,Officer,CA0331100,female,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1100-2019-727,Civilian,CA0331100,male,white,,,36_40,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,"neck_throat, rear_lower_back",TRUE,"carotid_hold, other_control_hold, other_physical_contact",TRUE,"carotid_hold, other_control_hold, other_physical_contact",FALSE,FALSE,drug_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-1100-2019-727,Officer,CA0331100,male,white,,,31_35,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1100-2019-727,Officer,CA0331100,male,hispanic,,,36_40,FALSE,,,,FALSE,front_upper_chest,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1100-2019-be3,Civilian,CA0331100,male,hispanic,,,46_50,TRUE,serious_injury,"unconscious, abrasion_laceration",treated_at_facility_released,FALSE,neck_throat,TRUE,"carotid_hold, other_physical_contact",TRUE,"carotid_hold, other_physical_contact",FALSE,FALSE,alcohol_impairment,FALSE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-33-1100-2019-be3,Officer,CA0331100,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-068,Civilian,CA0331300,female,white,,,21_25,TRUE,serious_injury,"unconscious, abrasion_laceration",other_circumstance,FALSE,neck_throat,TRUE,carotid_hold,TRUE,carotid_hold,FALSE,FALSE,alcohol_impairment,FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,FALSE,,,TRUE,active_resistance,cited_and_released,FALSE,,,,,,
URSUS-33-1300-2019-068,Officer,CA0331300,female,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-119,Civilian,CA0331300,male,white,,,46_50,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, rear_upper_back, front_lower_abdomen, rear_lower_back, arms_hands, front_legs",TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE, ,TRUE,firearm,rifle,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-33-1300-2019-119,Officer,CA0331300,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance, defense",TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0349900,male,black,,,31_35,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, front_upper_chest, rear_upper_back, arms_hands",,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0349900,male,white,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_legs,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0349900,male,white,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_legs,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0349900,male,hispanic,,,51_55,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0330000,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0330000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,FALSE,patrol_uniform
URSUS-33-1300-2019-119,Officer,CA0330000,male,hispanic,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistance,TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Civilian,CA0331300,male,hispanic,,,31_35,TRUE,injury,abrasion_laceration,treated_at_facility_released,TRUE,"head, front_upper_chest, rear_upper_back, front_lower_abdomen, rear_lower_back, arms_hands, rear_legs",TRUE,"other_control_hold, other_physical_contact, electronic_device",TRUE,"other_control_hold, other_physical_contact, electronic_device",FALSE,FALSE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-1300-2019-14b,Officer,CA0331300,male,asian,chinese,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Officer,CA0331300,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Officer,CA0331300,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Officer,CA0331300,male,white,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Officer,CA0331300,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-14b,Officer,CA0331300,male,white,,,21_25,TRUE,serious_injury,concussion,treated_at_facility_released,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-315,Civilian,CA0331300,male,hispanic,,,10_17,FALSE,,,,FALSE,not_applicable,TRUE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,664/187(A) ATTEMPTED MURDER,TRUE,firearm,handgun,FALSE,,in_custody_other,TRUE,firearm,,,,,
URSUS-33-1300-2019-315,Officer,CA0331300,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, defense",TRUE,patrol_uniform
URSUS-33-1300-2019-357,Civilian,CA0331300,male,black,,,21_25,TRUE,serious_injury,"unconscious, abrasion_laceration, bruised",treated_at_facility_released,FALSE,"neck_throat, rear_lower_back, arms_hands, rear_legs",TRUE,"carotid_hold, other_control_hold, other_physical_contact",TRUE,"carotid_hold, other_control_hold, other_physical_contact",FALSE,FALSE,none,FALSE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-33-1300-2019-357,Officer,CA0331300,female,hispanic,,,36_40,TRUE,injury,"abrasion_laceration, bruised",treated_on_scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-357,Officer,CA0331300,male,hispanic,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-357,Officer,CA0331300,male,hispanic,,,21_25,TRUE,injury,abrasion_laceration,treated_on_scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-3ad,Civilian,CA0331300,male,hispanic,,,21_25,TRUE,serious_injury,"bone_fracture, abrasion_laceration, cut, bruised",treated_at_facility_released,FALSE,head,TRUE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFF,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-1300-2019-3ad,Officer,CA0331300,male,hispanic,,,46_50,TRUE,injury,"abrasion_laceration, bruised",treated_on_scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-3ad,Officer,CA0331300,male,white,,,46_50,TRUE,serious_injury,sprain,treated_on_scene,FALSE,"head, front_upper_chest, front_lower_abdomen, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-3d3,Civilian,CA0331300,male,black,,,18_20,FALSE,,,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,none,TRUE,245(C) ADW NOT F/ARM:PO/FIRE:GBI,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-33-1300-2019-3d3,Officer,CA0331300,female,white,,,46_50,TRUE,serious_injury,"bone_fracture, abrasion_laceration, bruised",critial_injuries,FALSE,head,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-75a,Civilian,CA0331300,male,asian,chinese,,36_40,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,"neck_throat, arms_hands, rear_legs",TRUE,"carotid_hold, other_control_hold",TRUE,"carotid_hold, other_control_hold",FALSE,FALSE,none,FALSE,166(A)(4) CONTEMPT:DISOBEY CRT ORDR,TRUE,firearm,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-33-1300-2019-75a,Officer,CA0331300,male,white,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-75a,Officer,CA0331300,male,hispanic,,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-79b,Civilian,CA0331300,male,black,,,21_25,TRUE,serious_injury,internal_injury,critial_injuries,FALSE,"rear_upper_back, front_legs",TRUE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,drug_impairment,FALSE, ,FALSE,,,TRUE,assaultive,none_of_these,FALSE,,,,,,
URSUS-33-1300-2019-79b,Officer,CA0331300,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-79b,Officer,CA0331300,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistance",TRUE,patrol_uniform
URSUS-33-1300-2019-79b,Officer,CA0331300,male,hispanic,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-33-1300-2019-79b,Officer,CA0331300,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
